-desc,date,temp_c,text,icon,wind_mph,wind_degree,wind_dir,pressure_mb,precip_mm,precip_in,humidity,cloud,feelslike_c,vis_miles,uv,gust_mph,gb-defra-index,headache_severity
mornData,07/03/2022 08:45,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,28.6,110,ESE,1022,0,0,61,75,1.5,6,2,27.3,1,0
avrgData,07/03/2022 09:15,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,17.4,100,E,1022,0,0,61,75,1.5,6,2,25.9,1,0
avrgData,07/03/2022 10:15,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,28.6,90,E,1021,0,0,61,75,1.4,6,3,25.1,1,0
avrgData,07/03/2022 11:30,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,23,100,E,1020,0,0,61,75,2.5,6,3,23.7,1,0
avrgData,07/03/2022 12:30,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,24.2,100,E,1019,0,0,61,75,2.4,6,3,24.4,1,0
avrgData,07/03/2022 13:15,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,25.5,100,E,1018,0,0,61,75,2.3,6,3,25.5,1,0
avrgData,07/03/2022 14:15,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,25.5,90,E,1017,0,0,66,75,2.1,6,3,26.8,1,0
avrgData,07/03/2022 15:15,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,20.6,90,E,1016,0,0,65,75,0.8,6,3,27.3,1,0
avrgData,07/03/2022 16:15,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,23,110,ESE,1015,0,0,61,50,0.8,6,3,27.3,1,0
avrgData,07/03/2022 17:15,5,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,28.6,100,E,1014,0,0,65,50,-0.7,6,3,28.4,1,0
avrgData,07/03/2022 18:15,5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/night/353.png,19.2,110,ESE,1013,0,0,61,50,-0.6,6,3,27.3,1,0
avrgData,07/03/2022 19:15,5,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,23,100,E,1013,0,0,56,50,-0.4,6,2,30.6,1,0
avrgData,07/03/2022 20:30,5,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,18.6,110,ESE,1012,0,0,56,50,-0.4,6,1,30.9,1,0
avrgData,07/03/2022 21:15,6,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,18.6,100,E,1012,0,0,56,50,0.9,6,1,32.7,2,0
avrgData,07/03/2022 22:15,6,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,13.6,110,ESE,1011,0.1,0,56,50,1,6,1,32.2,1,0
avrgData,07/03/2022 23:15,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,140,SE,1010,0,0,56,75,0.7,6,1,34.4,1,0
avrgData,08/03/2022 00:30,6,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,12.5,130,SE,1009,0.1,0,56,100,0.7,6,1,36.7,1,0
avrgData,08/03/2022 01:15,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,120,ESE,1008,0.1,0,53,75,2,6,1,36.7,1,0
avrgData,08/03/2022 02:30,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,13.6,140,SE,1007,0,0,57,75,1.9,6,1,38.7,1,0
avrgData,08/03/2022 03:30,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,150,SSE,1006,0,0,61,75,0.6,6,1,37.4,2,0
avrgData,08/03/2022 04:15,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,130,SE,1005,0,0,70,50,0.9,6,1,33.6,2,0
avrgData,08/03/2022 05:15,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,10.5,130,SE,1005,0,0,75,25,1.1,6,1,32.2,2,0
avrgData,08/03/2022 06:30,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,140,SE,1005,0,0,76,75,2.3,6,1,32,2,0
avrgData,08/03/2022 07:15,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,140,SE,1005,0,0,81,50,2.3,6,1,31.3,2,0
avrgData,08/03/2022 08:30,8,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,17.4,150,SSE,1005,0,0,81,75,3.6,6,2,31.8,2,0
mornData,08/03/2022 08:45,9,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,17.4,150,SSE,1005,0,0,81,50,4.9,6,2,31.8,2,0
avrgData,08/03/2022 09:15,9,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,19.2,150,SSE,1005,0,0,81,50,4.9,6,2,29.8,2,0
avrgData,08/03/2022 10:30,9,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,19.2,150,SSE,1005,0.3,0.01,87,50,4.9,6,2,29.5,2,0
avrgData,08/03/2022 11:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,20.6,160,SSE,1005,0.2,0.01,82,50,6.4,6,2,27.5,2,0
avrgData,08/03/2022 12:30,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,20.6,160,SSE,1005,0.2,0.01,82,50,6.4,6,2,25.5,2,0
avrgData,08/03/2022 13:15,8,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,13.6,180,S,1006,1.8,0.07,93,50,4.1,3,2,22.8,2,0
avrgData,08/03/2022 14:30,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,10.5,170,S,1006,1.4,0.06,94,50,6.9,6,2,21,2,0
avrgData,08/03/2022 15:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,15,190,S,1007,1,0.04,82,25,8.5,6,2,17.7,1,0
avrgData,08/03/2022 16:30,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,15,190,S,1007,0.7,0.03,82,25,8.3,6,3,17.9,1,0
avrgData,08/03/2022 17:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,13.6,190,S,1008,0.2,0.01,82,25,8.5,6,3,16.1,1,0
avrgData,08/03/2022 18:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,190,S,1009,0.1,0,82,25,7.4,6,3,14.3,1,0
avrgData,08/03/2022 19:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,190,S,1010,0.7,0.03,87,50,6.3,6,2,15.2,1,0
avrgData,08/03/2022 20:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,190,S,1010,0,0,81,25,6.8,6,1,15,1,0
avrgData,08/03/2022 21:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,190,S,1010,0,0,81,25,6.9,6,1,16.3,1,0
avrgData,08/03/2022 22:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,11.9,190,S,1011,0,0,87,25,6.9,6,1,16.3,1,0
avrgData,08/03/2022 23:15,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,11.9,170,S,1010,0,0,87,25,5.5,6,1,17.4,1,0
avrgData,09/03/2022 00:30,9,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,10.5,170,S,1010,0,0,81,0,6,6,1,22.4,1,0
avrgData,09/03/2022 01:30,9,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,12.5,180,S,1010,0,0,87,0,6,6,1,22.4,1,0
avrgData,09/03/2022 02:15,9,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,12.5,180,S,1010,0,0,87,0,5.6,6,1,27.1,1,0
avrgData,09/03/2022 03:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,15,170,S,1009,0,0,87,25,5.3,6,1,30.4,1,0
avrgData,09/03/2022 04:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,13.6,170,S,1009,0,0,87,25,5.3,6,1,30.6,1,0
avrgData,09/03/2022 05:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,170,S,1008,0,0,87,50,5,6,1,32.7,1,0
avrgData,09/03/2022 06:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,18.6,170,S,1008,0,0,82,50,6.3,6,1,33.8,1,0
avrgData,09/03/2022 07:30,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,18.6,160,SSE,1008,0,0,87,50,6.2,6,1,34.4,1,0
avrgData,09/03/2022 08:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,18.6,170,S,1008,0,0,87,50,6.1,6,2,34.9,1,0
mornData,09/03/2022 08:00,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,23,160,SSE,1008,0,0,87,75,6,6,2,35.6,1,0
avrgData,09/03/2022 09:30,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,25.5,160,SSE,1008,0,0,87,75,6,6,2,35.8,1,0
avrgData,09/03/2022 10:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,19.2,160,SSE,1008,0.1,0,87,75,5.9,4,3,34.2,1,0
avrgData,09/03/2022 11:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,20.6,160,SSE,1008,0.1,0,94,75,5.8,3,3,34.9,1,0
avrgData,09/03/2022 12:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,26.6,160,SSE,1007,0.1,0,87,75,5.8,3,3,34.7,1,0
avrgData,09/03/2022 13:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,26.6,160,SSE,1007,0.6,0.02,87,100,5.8,4,3,36.5,1,0
avrgData,09/03/2022 14:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,26.6,160,SSE,1007,0.8,0.03,87,50,5.6,4,2,39.1,1,0
avrgData,09/03/2022 15:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,23,160,SSE,1006,1.4,0.06,87,100,5.6,3,2,39.4,1,0
avrgData,09/03/2022 16:30,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,20.6,150,SSE,1007,6,0.24,87,50,5.6,2,2,39.8,1,0
avrgData,09/03/2022 17:30,9,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,24.2,160,SSE,1007,1.7,0.07,93,50,4.4,5,2,36.9,1,0
avrgData,09/03/2022 18:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,20.6,160,SSE,1007,1.7,0.07,87,50,5.8,3,3,36.9,1,0
avrgData,09/03/2022 19:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,19.2,150,SSE,1008,9.6,0.38,94,100,5.8,4,3,36,1,0
avrgData,09/03/2022 20:15,10,Moderate rain,http://cdn.weatherapi.com/weather/64x64/night/302.png,15,140,SE,1008,0.2,0.01,94,50,5.9,4,1,35.8,1,0
avrgData,09/03/2022 21:15,10,Moderate rain,http://cdn.weatherapi.com/weather/64x64/night/302.png,15,130,SE,1008,0.1,0,94,50,5.9,4,1,37.8,1,0
avrgData,09/03/2022 22:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,12.5,140,SE,1008,0.4,0.02,94,50,5.9,3,1,36.7,1,0
avrgData,09/03/2022 23:15,10,Moderate rain,http://cdn.weatherapi.com/weather/64x64/night/302.png,15,160,SSE,1008,0.1,0,94,50,6.1,3,1,32.7,1,0
avrgData,10/03/2022 00:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,9.4,160,SSE,1009,0.5,0.02,94,75,8.4,6,1,9.8,1,0
avrgData,10/03/2022 01:15,10,Light drizzle,http://cdn.weatherapi.com/weather/64x64/night/266.png,8.1,150,SSE,1009,0.5,0.02,94,75,8.4,0,1,9.8,1,0
avrgData,10/03/2022 02:30,10,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,4.3,180,S,1009,0,0,94,75,6.7,0,1,23.7,1,0
avrgData,10/03/2022 03:30,7,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,17.4,310,NW,1010,0,0,93,50,2.8,2,1,24.2,1,0
avrgData,10/03/2022 04:15,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,10.5,290,WNW,1011,0,0,93,75,3.5,6,1,18.3,1,0
avrgData,10/03/2022 05:30,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,6.9,250,WSW,1011,0,0,100,75,1.1,6,1,27.5,1,0
avrgData,10/03/2022 06:15,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,0,0,N,1012,0,0,93,75,3,6,1,22.6,1,0
avrgData,10/03/2022 07:30,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,250,WSW,1013,0,0,81,75,3.3,6,1,21,1,0
avrgData,10/03/2022 08:15,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,8.1,230,SW,1013,0,0,70,75,4.1,6,3,17.9,1,0
mornData,10/03/2022 08:45,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,5.6,220,SW,1014,0,0,71,75,5.3,6,3,17.9,1,0
avrgData,10/03/2022 09:15,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,230,SW,1014,0,0,66,75,5.6,6,3,14.1,1,0
avrgData,10/03/2022 10:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,10.5,210,SSW,1014,0,0,62,75,6.6,6,3,12.3,1,0
avrgData,10/03/2022 11:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,190,S,1014,0,0,62,75,6.5,6,3,12.8,1,0
avrgData,10/03/2022 12:30,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,15,190,S,1013,0,0,58,50,7.6,6,3,12.5,1,0
avrgData,10/03/2022 13:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,15,190,S,1013,0,0,54,50,7.3,6,4,15,1,0
avrgData,10/03/2022 14:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,13.6,170,S,1012,0,0,62,50,7,6,4,17.4,1,0
avrgData,10/03/2022 15:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,15,160,SSE,1011,0,0,54,50,6.8,6,4,18.8,1,0
avrgData,10/03/2022 16:30,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,17.4,170,S,1010,0,0,62,50,6.8,6,3,19.5,1,0
avrgData,10/03/2022 17:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,12.5,160,SSE,1009,0,0,66,50,5.6,6,3,18.8,1,0
avrgData,10/03/2022 18:15,8,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,11.9,160,SSE,1009,0,0,71,0,4.3,6,3,20.4,1,0
avrgData,10/03/2022 19:30,8,Clear,http://cdn.weatherapi.com/weather/64x64/night/113.png,11.9,160,SSE,1008,0,0,71,0,4.3,6,3,22.1,1,0
avrgData,10/03/2022 20:30,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,11.9,160,SSE,1007,0,0,71,50,4.1,6,1,25.7,1,0
avrgData,10/03/2022 21:15,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,10.5,150,SSE,1006,0,0,71,25,4.1,6,1,27.3,1,0
avrgData,10/03/2022 22:30,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,9.4,130,SE,1005,0,0,76,75,4,6,1,27.3,1,0
avrgData,10/03/2022 23:15,8,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,12.5,150,SSE,1004,0,0,71,100,3.7,6,1,30.9,1,0
avrgData,11/03/2022 00:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,11.9,120,ESE,1002,0,0,71,75,4.8,6,1,32.9,1,0
avrgData,11/03/2022 01:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,15,140,SE,1001,0,0,76,75,4.8,6,1,32.9,1,0
avrgData,11/03/2022 02:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,11.9,120,ESE,1000,0,0,81,75,4.8,6,1,32.4,1,0
avrgData,11/03/2022 03:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,110,ESE,998,0,0,87,75,4.8,6,1,32.9,1,0
avrgData,11/03/2022 04:15,9,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,16.1,110,ESE,996,0.1,0,87,50,4.7,6,1,34.7,1,0
avrgData,11/03/2022 05:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,17.4,110,ESE,995,0,0,93,50,4.6,6,1,36.7,1,0
avrgData,11/03/2022 06:30,9,Patchy light rain,http://cdn.weatherapi.com/weather/64x64/night/293.png,23,150,SSE,994,0.2,0.01,93,50,4.4,3,1,39.8,1,0
avrgData,11/03/2022 07:30,10,Patchy light rain,http://cdn.weatherapi.com/weather/64x64/day/293.png,26.6,160,SSE,993,2.5,0.1,94,50,5.6,2,1,40.9,1,0
avrgData,11/03/2022 08:15,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,18.6,190,S,994,1.1,0.04,94,50,5.5,4,2,43.6,1,0
mornData,11/03/2022 08:45,10,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,12.5,190,S,994,1.1,0.04,94,50,5.5,4,2,43.6,1,7
avrgData,11/03/2022 09:15,10,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,12.5,190,S,994,0.9,0.04,94,50,7.4,4,2,17.4,1,0
avrgData,11/03/2022 10:15,9,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,17.4,190,S,995,2,0.08,100,75,6,2,2,18.6,1,0
avrgData,11/03/2022 11:15,10,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,15,190,S,995,0.5,0.02,94,50,7.2,6,2,19.2,1,0
avrgData,11/03/2022 12:15,12,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,15,190,S,995,0.4,0.02,88,50,9.5,6,3,20.1,1,0
avrgData,11/03/2022 13:30,11,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,17.4,190,S,996,2.2,0.09,87,50,8,6,3,21.3,1,0
avrgData,11/03/2022 14:15,12,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,17.4,190,S,996,0.1,0,77,50,9.2,6,3,21.7,1,0
avrgData,11/03/2022 15:15,11,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,18.6,190,S,995,0.1,0,82,50,7.9,6,3,21.3,1,0
avrgData,11/03/2022 16:30,11,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,17.4,190,S,996,0.2,0.01,87,50,8.2,6,3,17.9,1,0
avrgData,11/03/2022 17:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,13.6,190,S,996,0,0,87,75,7.3,6,3,15.7,1,0
avrgData,11/03/2022 18:30,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,11.9,190,S,997,0.1,0,87,50,7.5,1,3,14.8,1,0
avrgData,11/03/2022 19:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,10.5,200,SSW,997,0,0,93,75,6.4,6,2,15.7,1,0
avrgData,11/03/2022 20:15,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,17.4,240,WSW,998,0.1,0,87,75,5.4,6,1,14.5,1,0
avrgData,11/03/2022 21:15,8,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,15,250,WSW,999,0,0,87,75,5.7,6,1,13.6,1,0
avrgData,11/03/2022 22:15,8,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,11.9,250,WSW,1000,0.2,0.01,93,75,5.2,5,1,16.3,1,0
avrgData,11/03/2022 23:15,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,220,SW,1001,0,0,93,75,5.5,6,1,14.8,1,0
avrgData,12/03/2022 00:30,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,11.9,220,SW,1001,0,0,87,50,5.1,6,1,18.6,1,0
avrgData,12/03/2022 01:30,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,13.6,220,SW,1001,0,0,81,25,5.1,6,1,18.6,1,0
avrgData,12/03/2022 02:30,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,16.1,220,SW,1002,0,0,87,25,5.1,6,1,17.4,1,0
avrgData,12/03/2022 03:15,8,Overcast,http://cdn.weatherapi.com/weather/64x64/night/122.png,16.1,240,WSW,1003,0,0,81,50,5,6,1,19.7,1,0
avrgData,12/03/2022 04:15,7,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,12.5,240,WSW,1003,0,0,87,50,3.5,6,1,21.7,1,0
avrgData,12/03/2022 05:15,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,13.6,230,SW,1004,0,0,76,25,4.4,6,1,24.6,1,0
avrgData,12/03/2022 06:15,6,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,9.4,200,SSW,1004,0,0,87,25,2.2,6,1,21.7,1,0
avrgData,12/03/2022 07:15,7,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,10.5,190,S,1005,0,0,81,0,4.3,6,1,17,1,0
avrgData,12/03/2022 08:15,7,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,5.6,160,SSE,1005,0,0,81,0,4.5,6,3,15.4,1,0
mornData,12/03/2022 08:00,7,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,5.6,160,SSE,1005,0,0,81,0,4.5,6,3,13,1,0
avrgData,12/03/2022 09:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,9.4,170,S,1005,0,0,76,25,7,6,3,13,1,0
avrgData,12/03/2022 10:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,12.5,160,SSE,1004,0,0,71,25,6.5,6,3,13.4,1,0
avrgData,12/03/2022 11:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,16.1,150,SSE,1003,0,0,71,25,6.8,6,3,20.6,1,0
avrgData,12/03/2022 12:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,16.1,130,SE,1002,0,0,76,25,6.3,6,4,24.4,1,0
avrgData,12/03/2022 13:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,17.4,130,SE,1000,0,0,76,75,6,6,3,28,1,0
avrgData,12/03/2022 14:30,10,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,19.2,140,SE,998,0,0,76,75,5.6,5,4,33.3,1,0
avrgData,12/03/2022 15:15,9,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,24.2,150,SSE,997,0,0,87,75,4,2,3,44.5,1,0
avrgData,12/03/2022 16:30,9,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,27.3,160,SSE,997,0.8,0.03,87,75,3.7,1,3,46.8,1,0
avrgData,12/03/2022 17:30,8,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,21.7,180,S,997,0.3,0.01,93,75,2.2,1,2,52.3,1,0
avrgData,12/03/2022 18:15,8,Light rain,http://cdn.weatherapi.com/weather/64x64/night/296.png,17.4,170,S,997,0.4,0.02,93,75,2.2,6,2,51,1,0
avrgData,12/03/2022 19:15,8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,17.4,160,SSE,996,2.4,0.09,93,75,3.1,6,2,36.7,1,0
avrgData,12/03/2022 20:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,18.6,170,S,996,0.1,0,87,75,4.4,6,1,37.6,1,0
avrgData,12/03/2022 21:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,17.4,180,S,996,0,0,87,25,4.5,6,1,40.3,1,0
avrgData,12/03/2022 22:30,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,20.6,190,S,996,0.5,0.02,76,25,5.9,6,1,38.7,1,0
avrgData,12/03/2022 23:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,19.2,190,S,996,0.1,0,71,25,4.6,6,1,38.3,1,0
avrgData,13/03/2022 00:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,19.2,190,S,996,0.5,0.02,76,25,4.5,6,1,40.3,1,0
avrgData,13/03/2022 01:15,9,Mist,http://cdn.weatherapi.com/weather/64x64/night/143.png,17.4,190,S,996,0.5,0.02,76,25,4.5,5,1,40.3,1,0
avrgData,13/03/2022 02:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,20.6,190,S,996,0,0,76,25,4.5,6,1,38.9,1,0
avrgData,13/03/2022 03:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,18.6,190,S,996,0.1,0,76,50,4.5,6,1,38,1,0
avrgData,13/03/2022 04:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,16.1,190,S,996,0.2,0.01,76,75,4.8,6,1,34.7,1,0
avrgData,13/03/2022 05:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,19.2,190,S,996,0,0,71,50,4.8,6,1,34,1,0
avrgData,13/03/2022 06:15,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/night/116.png,17.4,190,S,996,0,0,76,75,5,6,1,30.6,1,0
avrgData,13/03/2022 07:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,19.2,190,S,997,0.3,0.01,76,50,5.3,6,1,28.2,1,0
avrgData,13/03/2022 08:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,15,190,S,998,0,0,87,50,5.3,6,3,28.6,1,0
mornData,13/03/2022 08:45,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,15,190,S,998,0,0,87,50,5.3,6,3,28.6,1,3
avrgData,13/03/2022 09:30,9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,190,S,999,0,0,81,25,5.5,6,3,23.9,1,0
avrgData,13/03/2022 10:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,10.5,210,SSW,1000,0.1,0,82,25,6.9,6,2,20.6,1,0
avrgData,13/03/2022 11:15,10,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,11.9,230,SW,1001,0,0,76,0,6.9,6,2,19.2,1,0
avrgData,13/03/2022 12:15,11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,15,240,WSW,1002,0.1,0,71,25,8.3,6,3,17.9,1,0
avrgData,13/03/2022 13:15,10,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,11.9,230,SW,1003,0.1,0,82,25,7,6,2,18.1,1,0
avrgData,13/03/2022 14:30,10,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,11.9,230,SW,1003,0.1,0,76,0,7.2,6,3,15.9,1,0
